citymuni,province,shortregion,longregion,citymuni.class,citymuni.code,citymuni.capital,citymuni.incomeclass,land.area,map.lat,map.lon,registered.voters.2010,population.2010,poverty.2003,poverty.2012,banks.total,banks.headoffice,banks.regbranch,banks.microbranch,banks.totalbranches,banks.extensionoffice,banks.regularobo,banks.microobo,banks.obosubbranch,banks.oboagency,banks.representativeoffice,banks.remittancedeskoffice,banks.limitedpurposebranch,banks.marketingoffice
Santa Fe,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83744000,0,5th,5397,11.183333,124.916667,10406,17427,0.4611,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fe,Nueva Viscaya,II,Region II (Cagayan Valley),municipality,25012000,0,3rd,39981,16.161944,120.938889,9183,14427,0.2508,0.2365,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Fe,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175915000,0,5th,6352,12.1534405,122.0133747,8737,15700,0.5454,0.3699,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Santa Ignacia,Tarlac,III,Region III (Central Luzon),municipality,36915000,0,2nd,14607,15.616667,120.433333,25548,43787,0.156,0.1269,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Santa Josefa,Agusan Del Sur,CARAGA,Region XIII (Caraga),municipality,160310000,0,3rd,34180,7.983333,126.033333,14150,25156,0.5923,0.3602,2,0,1,0,1,0,1,0,0,0,0,0,0,0
Santa Lucia,Ilocos Sur,I,Region I (Ilocos Region),municipality,12925000,0,3rd,4972,17.116667,120.45,13875,24981,0.1979,0.1831,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Magdalena,Sorsogon,V,Region V (Bicol Region),municipality,56215000,0,5th,4350,12.641824,124.1017044,9831,16520,0.4432,0.3554,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Santa Marcela,Apayao,CAR,Cordillera Administrative Region (CAR) ,municipality,148107000,0,4th,19632,18.283333,121.433333,6729,12010,0.226,0.3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Margarita,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86016000,0,4th,12912,12.033333,124.666667,15414,24850,0.7054,0.3314,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Maria,Bulacan,III,Region III (Central Luzon),municipality,31423000,0,1st,9092,14.816667,120.95,88965,218351,0.1113,0.041,26,3,23,0,23,0,0,0,0,0,0,0,0,0
Santa Maria,Davao Occidental,XI,Region XI (Davao Region),municipality,118604000,0,2nd,17500,6.55,125.466667,27027,49349,0.6356,0.5069,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Maria,Ilocos Sur,I,Region I (Ilocos Region),municipality,12926000,0,3rd,6331,17.358611,120.498056,17974,28597,0.1164,0.1497,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria,Isabela,II,Region II (Cagayan Valley),municipality,23134000,0,4th,14000,17.466667,121.75,12022,22939,0.5771,0.3131,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Santa Maria,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43427000,0,4th,10840,14.47,121.426111,17679,26839,0.3783,0.2055,3,1,1,0,1,0,0,1,0,0,0,0,0,0
Santa Maria,Pangasinan,I,Region I (Ilocos Region),municipality,15539000,0,4th,6950,16.1519659,119.924903,18279,31091,0.3021,0.0952,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Maria (Imelda),Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175917000,0,5th,3620,12.392279,122.091552,5277,7683,0.4953,0.2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Monica (Sapao),Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166721000,0,5th,3919,10.02,126.038,5692,8715,0.5767,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Praxedes,Cagayan,II,Region II (Cagayan Valley),municipality,21524000,0,5th,10997,18.566667,121,2736,3646,0.1122,0.1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rita,Pampanga,III,Region III (Central Luzon),municipality,35420000,0,4th,2976,14.995278,120.615278,22316,38762,0.1642,0.0491,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Santa Rita,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86017000,0,3rd,41177,11.466667,124.95,21535,38082,0.7649,0.4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rosa,Nueva Ecija,III,Region III (Central Luzon),municipality,34928000,0,1st,14715,15.423889,120.938889,34715,64503,0.1286,0.1562,6,0,5,0,5,0,1,0,0,0,0,0,0,0
Santa Teresita,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41027000,0,5th,1630,13.8875,120.966667,13685,17415,0.3239,0.0602,2,0,1,1,2,0,0,0,0,0,0,0,0,0
Santa Teresita,Cagayan,II,Region II (Cagayan Valley),municipality,21525000,0,4th,16698,18.25,121.883333,8253,17600,0.3302,0.1615,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santander,Cebu,VII,Region VII (Central Visayas),municipality,72245000,0,4th,2953,9.45,123.333333,9748,16105,0.3295,0.2792,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santiago,Agusan Del Norte,CARAGA,Region XIII (Caraga),municipality,160210000,0,4th,27561,9.266,125.559,9761,20955,0.5905,0.4054,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Santiago,Ilocos Sur,I,Region I (Ilocos Region),municipality,12927000,0,4th,4636,17.3,120.45,10878,17958,0.2001,0.1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santo Domingo,Ilocos Sur,I,Region I (Ilocos Region),municipality,12928000,0,3rd,5549,17.635,120.416667,16790,27596,0.1777,0.1776,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santo Domingo,Nueva Ecija,III,Region III (Central Luzon),municipality,34929000,0,3rd,7488,15.583333,120.866667,33271,50983,0.2076,0.1871,4,1,3,0,3,0,0,0,0,0,0,0,0,0
Santo Domingo (Libog),Albay,V,Region V (Bicol Region),municipality,50516000,0,4th,5122,13.2352748,123.7748177,21098,32414,0.201,0.2545,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Santo Niño,South Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,126318000,0,3rd,8620,6.4371507,124.6744413,20160,39738,0.2455,0.2795,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santo Niño,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86018000,0,5th,2953,11.9,124.419444,9225,13504,0.7339,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santo Niño (Faire),Cagayan,II,Region II (Cagayan Valley),municipality,21526000,0,2nd,51290,17.8826988,121.569702,13919,26126,0.3727,0.2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santo Tomas,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41028000,0,1st,9541,14.0900763,121.1744922,66611,124740,0.1436,0.0542,20,0,16,0,16,2,0,2,0,0,0,0,0,0
Santo Tomas,Davao Del Norte,XI,Region XI (Davao Region),municipality,112318000,0,1st,22180,7.5092887,125.6314191,58215,109269,0.263,0.2174,4,0,2,0,2,0,1,1,0,0,0,0,0,0
Santo Tomas,Isabela,II,Region II (Cagayan Valley),municipality,23136000,0,4th,6070,17.4,121.766667,13908,21688,0.3078,0.2338,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santo Tomas,La Union,I,Region I (Ilocos Region),municipality,13317000,0,4th,6400,16.263611,120.393889,20645,35999,0.2049,0.1264,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santo Tomas,Pampanga,III,Region III (Central Luzon),municipality,35421000,0,4th,2130,14.9972031,120.7177509,23918,38062,0.0812,0.0262,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Santo Tomas,Pangasinan,I,Region I (Ilocos Region),municipality,15540000,0,5th,1299,15.8671372,120.5768354,7562,14406,0.1682,0.0902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santol,La Union,I,Region I (Ilocos Region),municipality,13318000,0,4th,9370,16.766667,120.45,7144,12007,0.7313,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapad,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103519000,0,5th,14003,7.85,123.833,15578,19479,0.7242,0.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapang Dalaga,Misamis Occidental,X,Region X (Northern Mindanao),municipality,104213000,0,5th,9393,8.55,123.566667,12533,19431,0.561,0.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapa-Sapa,Tawi-Tawi,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,157010000,0,3rd,23561,5.140284,120.1960525,11890,28781,0.4809,0.3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapi-An,Capiz,VI,Region VI (Western Visayas) ,municipality,61915000,0,4th,10524,11.5,122.6,16833,24779,0.3722,0.2973,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sara,Iloilo,VI,Region VI (Western Visayas) ,municipality,63044000,0,2nd,16902,11.25,123.016667,25197,46889,0.4019,0.2605,5,0,3,0,3,0,0,2,0,0,0,0,0,0
Sarangani,Davao Occidental,XI,Region XI (Davao Region),municipality,118605000,0,4th,9772,5.4,125.466667,14031,23290,0.7867,0.6589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sariaya,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45645000,0,1st,21216,13.967,121.533,66001,138894,0.3289,0.2322,9,0,4,0,4,0,0,5,0,0,0,0,0,0
Sarrat,Ilocos Norte,I,Region I (Ilocos Region),municipality,12821000,0,4th,5739,18.166667,120.65,15513,24770,0.303,0.1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasmuan (Sexmoan),Pampanga,III,Region III (Central Luzon),municipality,35422000,0,4th,9180,14.9333333,120.6166667,18512,27254,0.1838,0.0673,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Science City Of Munoz,Nueva Ecija,III,Region III (Central Luzon),city,34917000,0,4th,16305,15.716667,120.9,45835,75462,0.1791,0.151,5,0,5,0,5,0,0,0,0,0,0,0,0,0
Sebaste,Antique,VI,Region VI (Western Visayas) ,municipality,60615000,0,4th,11164,11.583333,122.1,9354,17270,0.3801,0.2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sen. Ninoy Aquino,Sultan Kudarat,XII,Region XII (SOCCSKSARGEN),municipality,126512000,0,3rd,32000,6.6314428,124.5978989,46980,43508,0.6363,0.546,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sergio Osmeña Sr.,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97214000,0,2nd,55644,8.266667,123.383333,16709,29453,0.6905,0.5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sevilla,Bohol,VII,Region VII (Central Visayas),municipality,71239000,0,5th,11675,9.7,124.05,6566,10443,0.2461,0.3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shariff Aguak (Maganoy) ,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153808000,1,3rd,39270,6.8722721,124.4377302,24544,34376,0.4918,0.7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shariff Saydona Mustapha,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153837000,0,-,16442,6.9422581,124.4198243,13241,16442,0,0.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siasi,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156612000,0,2nd,19287,5.55,120.816667,24134,64229,0.5272,0.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siaton,Negros Oriental,VII,Region VII (Central Visayas),municipality,74619000,0,1st,33590,9.066667,123.033333,38674,73285,0.5738,0.4589,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Siay,Zamboanga Sibugay,IX,Region IX (Zamboanga Peninsula),municipality,98313000,0,2nd,31366,7.716667,122.883333,21373,38229,0.3861,0.3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siayan,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97215000,0,2nd,49475,8.133333,123.1,16776,34989,0.9746,0.7054,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sibagat,Agusan Del Sur,CARAGA,Region XIII (Caraga),municipality,160314000,0,1st,56782,8.816667,125.7,16209,30985,0.7012,0.4775,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sibalom,Antique,VI,Region VI (Western Visayas) ,municipality,60616000,0,2nd,20130,10.783333,122.016667,30168,56058,0.3261,0.2117,3,1,1,0,1,0,0,1,0,0,0,0,0,0
Sibonga,Cebu,VII,Region VII (Central Visayas),municipality,72246000,0,3rd,13345,10.033333,123.566667,26336,43641,0.2921,0.2568,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Sibuco,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97216000,0,1st,78254,7.283333,122.066667,25065,31982,0.7656,0.6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sibulan,Negros Oriental,VII,Region VII (Central Visayas),municipality,74620000,0,2nd,16300,9.35,123.283333,24773,51519,0.197,0.1468,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Sibunag,Guimaras,VI,Region VI (Western Visayas) ,municipality,67905000,0,4th,12004,10.5,122.666667,11396,19565,0.4046,0.2842,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sibutad,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97217000,0,5th,6557,8.6,123.466667,10582,16783,0.4316,0.4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sibutu,Tawi-Tawi,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,157011000,0,-,28532,4.85,119.466667,14527,28532,0.4535,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Bullones,Bohol,VII,Region VII (Central Visayas),municipality,71240000,0,3rd,19887,9.808333,124.283333,15437,24698,0.2995,0.3505,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sigay,Ilocos Sur,I,Region I (Ilocos Region),municipality,12929000,0,5th,8155,17.033333,120.583333,1751,2419,0.3723,0.2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigma,Capiz,VI,Region VI (Western Visayas) ,municipality,61916000,0,4th,10171,11.416667,122.666667,18338,29138,0.3327,0.2818,2,0,0,1,1,0,0,1,0,0,0,0,0,0
Sikatuna,Bohol,VII,Region VII (Central Visayas),municipality,71241000,0,5th,3822,9.683333,123.966667,4585,6380,0.2103,0.2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silago,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86416000,0,4th,21505,10.533333,125.15,7812,12310,0.287,0.3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silang,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42118000,0,1st,20943,14.2183093,120.9728536,103238,213490,0.1029,0.0552,16,0,11,0,11,0,0,5,0,0,0,0,0,0
Silay City,Negros Occidental,VI,Region VI (Western Visayas) ,city,64526000,0,3rd,21480,10.7528182,123.0875623,71051,120999,0.17,0.1395,9,1,8,0,8,0,0,0,0,0,0,0,0,0
Silvino Lobos,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84822000,0,4th,22420,12.3,124.833333,8994,14303,0.5208,0.7158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simunul,Tawi-Tawi,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,157004000,0,4th,16725,4.9,119.833333,11388,34538,0.3396,0.4246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinacaban,Misamis Occidental,X,Region X (Northern Mindanao),municipality,104214000,0,5th,9909,8.283333,123.733333,11895,18597,0.5083,0.3834,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sinait,Ilocos Sur,I,Region I (Ilocos Region),municipality,12930000,0,3rd,6556,17.866111,120.458056,16094,25427,0.1705,0.1479,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sindangan,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97218000,0,1st,45100,8.233333,123,64526,94146,0.6276,0.4694,8,0,7,0,7,0,1,0,0,0,0,0,0,0
Siniloan,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43429000,0,2nd,6451,14.416667,121.45,22828,35363,0.1863,0.1104,9,1,7,0,7,0,0,1,0,0,0,0,0,0
Siocon,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97219000,0,1st,50320,7.7,122.133333,21073,41637,0.5031,0.4924,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sipocot,Camarines Sur,V,Region V (Bicol Region),municipality,51734000,0,1st,24343,13.7628395,122.9621976,29599,64042,0.4401,0.3362,5,1,2,1,3,0,0,1,0,0,0,0,0,0
Siquijor,Siquijor,VII,Region VII (Central Visayas),municipality,76106000,1,4th,9070,9.2132631,123.5157032,16781,25231,0.2434,0.186,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sirawai,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97220000,0,4th,22250,7.583333,122.133333,19577,24583,0.7612,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siruma,Camarines Sur,V,Region V (Bicol Region),municipality,51735000,0,4th,14127,14,123.25,9375,17050,0.5597,0.5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sison,Pangasinan,I,Region I (Ilocos Region),municipality,15541000,0,3rd,8188,16.156944,120.522222,24480,43979,0.214,0.1086,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sison,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166722000,0,5th,5470,9.66,125.529,8583,11377,0.5536,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitangkai,Tawi-Tawi,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,157005000,0,1st,79200,4.7278291,119.4065946,18802,30514,0.4535,0.2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socorro,Oriental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175214000,0,3rd,15138,13.066667,121.4,20800,38348,0.4175,0.1535,5,1,2,0,2,0,0,2,0,0,0,0,0,0
Socorro,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166723000,0,4th,11445,9.621,125.967,12079,20304,0.6426,0.5874,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sofronio Española,Palawan,IV - B,Region IV-B (MIMAROPA),municipality,175324000,0,2nd,47391,9.05,118.033333,17449,29997,0.5774,0.3293,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Sogod,Cebu,VII,Region VII (Central Visayas),municipality,72247000,0,4th,11923,10.75,124,19465,30626,0.4001,0.334,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sogod,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86417000,0,2nd,19270,10.383333,124.983333,25860,41411,0.285,0.3913,9,0,5,0,5,1,3,0,0,0,0,0,0,0
Solana,Cagayan,II,Region II (Cagayan Valley),municipality,21527000,0,1st,23460,17.655,121.688889,35329,76596,0.4674,0.2272,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Solano,Nueva Viscaya,II,Region II (Cagayan Valley),municipality,25013000,0,1st,13980,16.523889,121.191944,30826,56134,0.1358,0.0949,25,4,20,0,20,0,0,1,0,0,0,0,0,0
Solsona,Ilocos Norte,I,Region I (Ilocos Region),municipality,12822000,0,3rd,16623,18.1,120.766667,14612,22990,0.3179,0.1199,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sominot (Don Mariano Marcos),Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97340000,0,5th,11152,8.03917,123.381438,9299,16652,0.8754,0.5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Ubian,Tawi-Tawi,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,157006000,0,3rd,27204,5.183333,120.483333,12502,27741,0.5391,0.2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Upi,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153817000,0,4th,18480,6.854844,124.144303,15921,35990,0.5322,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sual,Pangasinan,I,Region I (Ilocos Region),municipality,15542000,0,1st,13016,16.0976673,120.0549683,20081,31216,0.3675,0.142,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Subic,Zambales,III,Region III (Central Luzon),municipality,37114000,0,1st,28716,14.8967937,120.2366297,59008,89724,0.1465,0.1169,6,1,5,0,5,0,0,0,0,0,0,0,0,0
Sudipen,La Union,I,Region I (Ilocos Region),municipality,13319000,0,4th,9759,16.8998156,120.4882604,10848,16531,0.3518,0.1534,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sugbongcogon,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104323000,0,5th,2650,8.9591453,124.7865072,6299,8745,0.4163,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugpon,Ilocos Sur,I,Region I (Ilocos Region),municipality,12931000,0,5th,5711,16.85,120.516667,2085,3820,0.7071,0.3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulat,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82622000,0,4th,16975,11.816667,125.45,9812,15184,0.2619,0.3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulop,Davao Del Sur,XI,Region XI (Davao Region),municipality,112414000,0,3rd,15526,6.6,125.35,19213,32163,0.4154,0.371,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sultan Dumalondong,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153640000,0,6th,27580,7.677778,124.267778,7181,10522,0.5552,0.7298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sultan Kudarat (Nuling),Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153812000,0,1st,71291,7.2714013,124.2910493,47817,82758,0.357,0.5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sultan Mastura,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153824000,0,5th,24207,7.2884721,124.2699432,12105,21712,0,0.6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sultan Naga Dimaporo (Karomatan),Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103506000,0,5th,23099,7.783333,123.75,30455,52430,0.7227,0.6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sultan Sa Barongis (Lambayong),Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153813000,0,2nd,29130,6.893406,124.593759,10535,22547,0.5404,0.6649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumilao,Bukidnon,X,Region X (Northern Mindanao),municipality,101319000,0,4th,19695,8.345058,124.9767237,14106,25668,0.4282,0.451,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sumisip,Basilan,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,150705000,0,1st,56760,6.416667,121.983333,22737,37031,0.4329,0.5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surallah,South Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,126313000,0,1st,54030,6.366667,124.733333,43615,76035,0.278,0.32,5,0,5,0,5,0,0,0,0,0,0,0,0,0
Surigao City ,Surigao Del Norte,CARAGA,Region XIII (Caraga),city,166724000,1,3rd,24530,9.7571312,125.5137674,78992,140540,0.3727,0.2154,26,4,21,0,21,1,0,0,0,0,0,0,0,0
Suyo,Ilocos Sur,I,Region I (Ilocos Region),municipality,12932000,0,4th,12400,16.98,120.526944,6660,10622,0.4668,0.2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taal,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41029000,0,3rd,2976,13.894167,120.929167,30379,51503,0.2234,0.0696,3,1,1,0,1,0,0,1,0,0,0,0,0,0
Tabango,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83745000,0,4th,9662,11.316667,124.366667,18950,31932,0.4932,0.4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabina,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97327000,0,4th,8690,7.466667,123.416667,14853,24110,0.7217,0.3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabogon,Cebu,VII,Region VII (Central Visayas),municipality,72248000,0,3rd,10135,10.941667,124.025,25485,33024,0.479,0.3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabontabon,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83746000,0,5th,2418,11.033333,124.966667,6867,9838,0.4858,0.4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabuan-Lasa,Basilan,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,150713000,0,-,18635,6.35,121.966667,10241,18635,0,0.5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabuelan,Cebu,VII,Region VII (Central Visayas),municipality,72249000,0,4th,14113,10.816667,123.866667,16225,22292,0.4741,0.3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacloban City ,Leyte,VIII,Region VIII (Eastern Visayas),city,83747000,1,1st,20172,11.25,125,102071,221174,0.1656,0.0975,43,0,34,2,36,0,4,3,0,0,0,0,0,0
Tadian,Mountain Province,CAR,Cordillera Administrative Region (CAR) ,municipality,144410000,0,4th,14520,17,120.816667,10872,20689,0.3433,0.2163,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Taft,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82623000,0,4th,23127,11.9030929,125.4188331,11343,17183,0.2714,0.3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagana-An,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166725000,0,5th,7729,9.7,125.583333,10473,15366,0.6544,0.4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagapul-An,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86024000,0,5th,2870,12.05,124.15,6500,7828,0.7405,0.4953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagaytay City,Cavite,IV - A,Region IV-A (CALABARZON),city,42119000,0,2nd,6500,14.115286,120.9621165,34836,62030,0.133,0.0657,20,1,19,0,19,0,0,0,0,0,0,0,0,0
Tagbilaran City ,Bohol,VII,Region VII (Central Visayas),city,71242000,1,3rd,3650,9.672948,123.8730022,35818,96792,0.0395,0.0785,41,2,36,2,38,1,0,0,0,0,0,0,0,0
Tagbina,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166817000,0,2nd,34349,8.45,126.166667,20984,34812,0.5982,0.3168,3,0,1,0,1,1,0,1,0,0,0,0,0,0
Tagkawayan,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45646000,0,1st,53435,14.0129241,122.5219792,25967,50833,0.4391,0.3095,3,0,2,1,3,0,0,0,0,0,0,0,0,0
Tago,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166818000,0,2nd,25328,8.966667,126.15,21254,33993,0.595,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagoloan,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103520000,0,5th,6970,8.1428907,124.2754988,15578,11674,0.7789,0.6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
