citymuni,province,shortregion,longregion,citymuni.class,citymuni.code,citymuni.capital,citymuni.incomeclass,land.area,map.lat,map.lon,registered.voters.2010,population.2010,poverty.2003,poverty.2012,banks.total,banks.headoffice,banks.regbranch,banks.microbranch,banks.totalbranches,banks.extensionoffice,banks.regularobo,banks.microobo,banks.obosubbranch,banks.oboagency,banks.representativeoffice,banks.remittancedeskoffice,banks.limitedpurposebranch,banks.marketingoffice
Lubao,Pampanga,III,Region III (Central Luzon),municipality,35408000,0,1st,15577,14.933333,120.6,73357,150843,0.1808,0.0537,10,1,8,0,8,0,0,1,0,0,0,0,0,0
Lubuagan,Kalinga,CAR,Cordillera Administrative Region (CAR) ,municipality,143206000,0,4th,23420,17.35,121.183333,8029,9369,0.5037,0.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucban,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45623000,0,2nd,13046,14.113333,121.556944,24413,46698,0.1601,0.0526,8,1,6,1,7,0,0,0,0,0,0,0,0,0
Lucena City ,Quezon,IV - A,Region IV-A (CALABARZON),city,45624000,1,2nd,8021,13.9413957,121.6234471,100548,246392,0.0879,0.0656,67,4,52,1,53,1,4,5,0,0,0,0,0,0
Lugait,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104316000,0,2nd,2745,8.333333,124.266667,14260,18639,0.4136,0.2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lugus,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156617000,0,5th,13304,5.7,120.816667,8102,19839,0.5779,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luisiana,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43412000,0,4th,7331,14.183333,121.516667,12125,20148,0.1749,0.0727,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Lumba-Bayabao (Maguing),Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153611000,0,2nd,64002,7.883456,124.382409,11774,32412,0.3521,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumbaca-Unayan,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153641000,0,-,4228,7.7243588,124.236602,4583,6279,0.568,0.7647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumban,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43413000,0,3rd,4053,14.2956294,121.4961581,20045,29470,0.1327,0.0868,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lumbatan,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153612000,0,5th,15839,7.785,124.256,10694,16719,0.568,0.5943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumbayanague,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153636000,0,4th,30218,7.783333,124.283333,8096,14308,0.46,0.8188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna,Apayao,CAR,Cordillera Administrative Region (CAR) ,municipality,148105000,0,2nd,60604,18.325833,121.353611,9912,18029,0.1942,0.3342,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Luna,Isabela,II,Region II (Cagayan Valley),municipality,23116000,0,5th,4570,16.9725,121.733333,11128,18091,0.1962,0.1041,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Luna,La Union,I,Region I (Ilocos Region),municipality,13310000,0,3rd,4290,16.853889,120.381111,21411,35380,0.2991,0.1221,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Lupao,Nueva Ecija,III,Region III (Central Luzon),municipality,34916000,0,3rd,12133,15.883333,120.9,25268,40931,0.2522,0.189,3,1,2,0,2,0,0,0,0,0,0,0,0,0
Lupi,Camarines Sur,V,Region V (Bicol Region),municipality,51719000,0,3rd,19912,13.816667,122.9,14879,30118,0.4856,0.3697,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lupon,Davao Oriental,XI,Region XI (Davao Region),municipality,112507000,0,1st,88639,7.1060001,126.1766432,36607,61723,0.3776,0.3283,4,0,3,0,3,0,1,0,0,0,0,0,0,0
Lutayan,Sultan Kudarat,XII,Region XII (SOCCSKSARGEN),municipality,126507000,0,2nd,27100,6.6,124.85,28315,56179,0.4927,0.5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luuk,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156604000,0,3rd,31304,6,121.35,20414,29897,0.654,0.4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maasim,Sarangani,XII,Region XII (SOCCSKSARGEN),municipality,128004000,0,1st,50043,5.866667,125,28654,52933,0.6218,0.4409,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Maasin,Iloilo,VI,Region VI (Western Visayas) ,municipality,63029000,0,3rd,12859,10.8914767,122.4333105,21070,35069,0.4523,0.2829,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Ma-Ayon,Capiz,VI,Region VI (Western Visayas) ,municipality,61907000,0,3rd,14232,11.383333,122.783333,21399,36430,0.4023,0.3994,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mabalacat City,Pampanga,III,Region III (Central Luzon),city,35409000,0,-,8318,15.2228709,120.5744387,90872,215610,0.0786,0.0185,20,1,18,0,18,0,1,0,0,0,0,0,0,0
Mabinay,Negros Oriental,VII,Region VII (Central Visayas),municipality,74614000,0,1st,31944,9.733333,122.916667,34137,74187,0.5458,0.4081,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mabini,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41016000,0,1st,4447,13.716667,120.9,27079,44391,0.1718,0.0658,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Mabini,Bohol,VII,Region VII (Central Visayas),municipality,71231000,0,4th,10457,9.866667,124.516667,15063,28174,0.4564,0.4676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mabini,Pangasinan,I,Region I (Ilocos Region),municipality,15523000,0,3rd,29101,16.069722,119.94,14108,24011,0.366,0.197,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Mabini (Doña Alicia),Compostela Valley,XI,Region XI (Davao Region),municipality,118203000,0,2nd,40000,7.2855056,125.8571489,19147,36807,0.4102,0.3208,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mabitac,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43414000,0,5th,8076,14.4275,121.426667,11177,18618,0.2442,0.2249,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Mabuhay,Zamboanga Sibugay,IX,Region IX (Zamboanga Peninsula),municipality,98307000,0,4th,8285,7.416667,122.9,11936,33093,0.7767,0.6727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macabebe,Pampanga,III,Region III (Central Luzon),municipality,35410000,0,1st,10516,14.908056,120.715556,48810,70777,0.1117,0.0476,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Macalelon,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45625000,0,4th,12405,13.75,122.133333,14157,26419,0.536,0.3003,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Macarthur,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83730000,0,-,5757,10.8302022,124.9616867,11581,18724,0.4414,0.4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maco,Compostela Valley,XI,Region XI (Davao Region),municipality,118204000,0,1st,34223,7.366667,125.85,35969,72235,0.3624,0.2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maconacon,Isabela,II,Region II (Cagayan Valley),municipality,23117000,0,3rd,53866,17.362137,122.1064668,2900,3615,0.1931,0.2926,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Macrohon,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86408000,0,4th,12639,10.0643286,124.9513384,15630,25386,0.28,0.3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madalag,Aklan,VI,Region VI (Western Visayas) ,municipality,60410000,0,4th,26960,11.516667,122.3,11601,18168,0.7129,0.3318,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Madalum,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153613000,0,3rd,49839,7.853,124.119,8127,20243,0.5813,0.6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madamba,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153614000,0,4th,22500,7.883333,124.066667,8836,15542,0.5061,0.6691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maddela,Quirino,II,Region II (Cagayan Valley),municipality,25704000,0,1st,91857,16.35,121.7,22233,35634,0.2116,0.1374,6,1,5,0,5,0,0,0,0,0,0,0,0,0
Madrid,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166813000,0,4th,14120,9.266667,125.966667,9907,14888,0.4644,0.2081,5,0,2,1,3,0,2,0,0,0,0,0,0,0
Madridejos,Cebu,VII,Region VII (Central Visayas),municipality,72228000,0,4th,2395,11.266667,123.733333,21799,34905,0.4142,0.3625,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Magalang,Pampanga,III,Region III (Central Luzon),municipality,35411000,0,1st,9732,15.216667,120.666667,55061,103597,0.0992,0.0498,6,1,5,0,5,0,0,0,0,0,0,0,0,0
Magallanes,Agusan Del Norte,CARAGA,Region XIII (Caraga),municipality,160208000,0,4th,4431,9.02,125.517,13944,21481,0.3425,0.2585,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Magallanes,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42112000,0,4th,7307,14.188333,120.7575,12895,21231,0.2326,0.1349,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Magallanes,Sorsogon,V,Region V (Bicol Region),municipality,56211000,0,3rd,15009,12.833333,123.85,18378,35443,0.5608,0.4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magarao,Camarines Sur,V,Region V (Bicol Region),municipality,51720000,0,4th,4497,13.666667,123.183333,13992,24274,0.3647,0.2783,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Magdalena,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43415000,0,4th,3488,14.2,121.433333,13108,22976,0.2539,0.1952,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Magdiwang,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175908000,0,5th,10075,12.483333,122.516667,7934,13584,0.4415,0.3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magpet,North Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,124706000,0,1st,75536,7.1,125.116667,25472,45183,0.4841,0.4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magsaysay,Davao Del Sur,XI,Region XI (Davao Region),municipality,112407000,0,3rd,26809,6.767,125.183,29153,49141,0.3339,0.2967,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Magsaysay,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103511000,0,5th,15183,8.033,123.933,10893,16442,0.7506,0.5544,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Magsaysay,Occidental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175105000,0,3rd,29670,12.333333,121.15,16788,31969,0.5559,0.343,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Magsaysay,Palawan,IV - B,Region IV-B (MIMAROPA),municipality,175314000,0,5th,4948,10.866667,121.05,6527,11965,0.5397,0.1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magsaysay (Linugos),Misamis Oriental,X,Region X (Northern Mindanao),municipality,104317000,0,4th,14314,9.021,125.183,17766,33047,0.6342,0.4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magsingal,Ilocos Sur,I,Region I (Ilocos Region),municipality,12912000,0,3rd,8498,17.683333,120.425,16011,28302,0.2837,0.1809,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Maguing,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153634000,0,2nd,81504,7.9,124.4,15273,21444,0.3811,0.5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahaplag,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83731000,0,4th,10479,10.6122717,124.9664732,16844,26599,0.3905,0.397,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mahatao,Batanes,II,Region II (Cagayan Valley),municipality,20904000,0,6th,1290,20.4051561,121.9529992,1076,1583,0.184,0.2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahayag,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97315000,0,3rd,19490,8.0941532,123.4513107,26322,45015,0.5344,0.3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahinog,Camiguin,X,Region X (Northern Mindanao),municipality,101803000,0,5th,3255,9.15,124.783333,9842,13531,0.3775,0.4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maigo,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103512000,0,4th,12145,8.15,123.966667,12099,20131,0.5377,0.3681,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maimbung,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156605000,0,5th,7750,5.933333,121.033333,16100,28445,0.5879,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainit,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166714000,0,4th,10776,9.535,125.523,17046,25596,0.5688,0.4169,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Maitum,Sarangani,XII,Region XII (SOCCSKSARGEN),municipality,128005000,0,2nd,29066,6.1240808,124.4863567,23551,41675,0.4866,0.3977,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Majayjay,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43416000,0,4th,6958,14.1446723,121.4722813,15183,26547,0.2469,0.1523,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Makato,Aklan,VI,Region VI (Western Visayas) ,municipality,60411000,0,4th,6460,11.7,122.283333,16114,25461,0.4221,0.1889,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Makilala,North Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,124707000,0,1st,34357,6.966667,125.083333,40063,77508,0.2717,0.3938,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Malabang,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153615000,0,3rd,19810,7.5932005,124.0728399,18615,38724,0.4684,0.6806,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Malabuyoc,Cebu,VII,Region VII (Central Visayas),municipality,72229000,0,5th,6927,9.65,123.333333,10502,18426,0.549,0.3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malalag,Davao Del Sur,XI,Region XI (Davao Region),municipality,112408000,0,2nd,18612,6.6,125.4,18985,35295,0.3267,0.3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malangas,Zamboanga Sibugay,IX,Region IX (Zamboanga Peninsula),municipality,98308000,0,3rd,23553,7.616667,123,20470,31243,0.5872,0.3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malapatan,Sarangani,XII,Region XII (SOCCSKSARGEN),municipality,128006000,0,1st,60928,5.9663386,125.2853778,35569,72386,0.6637,0.5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malasiqui,Pangasinan,I,Region I (Ilocos Region),municipality,15524000,0,1st,13137,15.916667,120.416667,71505,123566,0.3439,0.1626,8,1,6,0,6,1,0,0,0,0,0,0,0,0
Malay,Aklan,VI,Region VI (Western Visayas) ,municipality,60412000,0,1st,6601,11.897778,121.909444,22735,45811,0.4021,0.121,16,0,10,0,10,1,2,3,0,0,0,0,0,0
Malibcong,Abra,CAR,Cordillera Administrative Region (CAR) ,municipality,140115000,0,5th,28317,17.566667,120.983333,2578,3807,0.5346,0.5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malilipot,Albay,V,Region V (Bicol Region),municipality,50509000,0,4th,4413,13.316667,123.733333,22177,35567,0.1492,0.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malimono,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166715000,0,5th,8013,9.616667,125.4,11001,18316,0.6903,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malinao,Aklan,VI,Region VI (Western Visayas) ,municipality,60413000,0,4th,18601,11.65,122.3,14427,24108,0.5384,0.1961,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Malinao,Albay,V,Region V (Bicol Region),municipality,50510000,0,3rd,10750,13.4,123.7,26473,42770,0.0555,0.329,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Malita,Davao Occidental,XI,Region XI (Davao Region),municipality,118603000,0,1st,88337,6.3843023,125.5815927,72891,109568,0.6461,0.6077,5,0,4,0,4,0,1,0,0,0,0,0,0,0
Malitbog,Bukidnon,X,Region X (Northern Mindanao),municipality,101313000,0,2nd,58185,8.534,124.883,14493,22880,0.6088,0.6534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malitbog,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86409000,0,4th,7497,10.15,125,11368,22009,0.3258,0.4504,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mallig,Isabela,II,Region II (Cagayan Valley),municipality,23119000,0,4th,13340,17.2,121.616667,16387,28345,0.366,0.1865,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Malungon,Sarangani,XII,Region XII (SOCCSKSARGEN),municipality,128007000,0,1st,75092,6.3343032,125.2587964,49270,95044,0.5063,0.4704,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Maluso,Basilan,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,150704000,0,4th,30414,6.55,121.883333,22808,33803,0.399,0.3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malvar,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41017000,0,2nd,3300,14.040556,121.154444,24902,45952,0.155,0.0662,7,1,5,0,5,0,0,1,0,0,0,0,0,0
Mamasapano,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153820000,0,5th,8531,6.9267741,124.4974405,11392,22354,0.5884,0.7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mambajao ,Camiguin,X,Region X (Northern Mindanao),municipality,101804000,1,3rd,8900,9.25,124.716667,21561,36435,0.2357,0.3086,5,0,2,0,2,1,2,0,0,0,0,0,0,0
Mamburao ,Occidental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175106000,1,2nd,28351,13.2681778,120.6204892,20344,39237,0.275,0.1753,6,0,4,1,5,0,1,0,0,0,0,0,0,0
Mambusao,Capiz,VI,Region VI (Western Visayas) ,municipality,61908000,0,3rd,13691,11.433333,122.6,24788,37672,0.3419,0.2645,3,1,1,0,1,0,0,1,0,0,0,0,0,0
Manabo,Abra,CAR,Cordillera Administrative Region (CAR) ,municipality,140116000,0,5th,11095,17.390888,120.734995,6756,10756,0.2652,0.3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manaoag,Pangasinan,I,Region I (Ilocos Region),municipality,15525000,0,1st,5595,16.043889,120.485556,36085,64578,0.209,0.0924,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Manapla,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64518000,0,2nd,11286,10.95,123.116667,27853,52687,0.2769,0.2463,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Manay,Davao Oriental,XI,Region XI (Davao Region),municipality,112508000,0,2nd,41836,7.215,126.54,23802,40577,0.6343,0.581,2,0,1,0,1,0,1,0,0,0,0,0,0,0
Mandaon,Masbate,V,Region V (Bicol Region),municipality,54110000,0,3rd,28080,12.233333,123.283333,20143,38161,0.6482,0.4469,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mandaue City,Cebu,VII,Region VII (Central Visayas),city,72230000,0,1st,2518,10.333333,123.933333,154468,331320,0.0538,0.0549,78,3,70,0,70,3,1,1,0,0,0,0,0,0
Mangaldan,Pangasinan,I,Region I (Ilocos Region),municipality,15526000,0,1st,4847,16.066667,120.4,53900,98905,0.2164,0.1264,11,2,8,0,8,1,0,0,0,0,0,0,0,0
Mangatarem,Pangasinan,I,Region I (Ilocos Region),municipality,15527000,0,1st,31750,15.783333,120.3,42269,69969,0.3122,0.1162,5,0,4,0,4,1,0,0,0,0,0,0,0,0
Mangudadatu,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153832000,0,-,9816,6.6875,124.825,7731,14864,0.4425,0.6471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manito,Albay,V,Region V (Bicol Region),municipality,50511000,0,4th,10740,13.116667,123.866667,12381,22819,0.1186,0.3897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manjuyod,Negros Oriental,VII,Region VII (Central Visayas),municipality,74615000,0,2nd,26460,9.683333,123.15,24590,41107,0.4821,0.3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mankayan,Benguet,CAR,Cordillera Administrative Region (CAR) ,municipality,141111000,0,1st,13048,16.866667,120.783333,17523,35586,0.1437,0.0617,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Manolo Fortich,Bukidnon,X,Region X (Northern Mindanao),municipality,101314000,0,1st,41360,8.366667,124.866667,52313,91026,0.321,0.3395,6,1,3,0,3,0,2,0,0,0,0,0,0,0
Mansalay,Oriental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175207000,0,2nd,44662,12.520154,121.438851,21820,51705,0.6838,0.3554,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Manticao,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104318000,0,4th,12301,8.383333,124.283333,16810,26786,0.4663,0.2824,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Manukan,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97207000,0,3rd,24635,8.4517275,123.1014056,20426,35589,0.4697,0.5169,3,1,1,0,1,0,0,1,0,0,0,0,0,0
Mapanas,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84812000,0,5th,11785,12.475,125.254,8822,12423,0.4916,0.5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mapandan,Pangasinan,I,Region I (Ilocos Region),municipality,15528000,0,3rd,3000,16.016667,120.45,22175,34439,0.2079,0.1072,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,157003000,0,4th,18129,7.0133518,118.4962498,15578,24168,0.4892,0.3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marabut,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86010000,0,5th,14355,11.116667,125.216667,9779,15115,0.6854,0.3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maragondon,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42113000,0,3rd,16461,14.273333,120.738333,22831,35289,0.222,0.0886,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Maragusan (San Mariano),Compostela Valley,XI,Region XI (Davao Region),municipality,118205000,0,1st,39427,7.3415953,126.1488926,29842,55503,0.5033,0.3123,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Maramag,Bukidnon,X,Region X (Northern Mindanao),municipality,101315000,0,1st,44726,7.763,125.005,47453,90901,0.3655,0.3727,13,0,9,0,9,1,2,1,0,0,0,0,0,0
Marantao,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153616000,0,2nd,66000,7.95,124.233,20551,28550,0.3839,0.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marawi City ,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),city,153617000,1,4th,8755,8,124.3,67456,187106,0.2891,0.6004,4,0,3,0,3,1,0,0,0,0,0,0,0,0
Marcos,Ilocos Norte,I,Region I (Ilocos Region),municipality,12813000,0,4th,7277,18.05,120.683333,10760,16984,0.4841,0.1711,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Margosatubig,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97317000,0,3rd,11169,7.5713219,123.1801309,17673,35596,0.5428,0.3021,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Maria,Siquijor,VII,Region VII (Central Visayas),municipality,76104000,0,5th,5337,9.2,123.65,9210,13383,0.4104,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Aurora,Aurora,III,Region III (Central Luzon),municipality,37707000,0,2nd,42619,15.801574,121.4594947,24548,38128,0.0972,0.1014,3,1,2,0,2,0,0,0,0,0,0,0,0,0
Maribojoc,Bohol,VII,Region VII (Central Visayas),municipality,71232000,0,4th,4935,9.75,123.833333,11727,20491,0.1434,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marihatag,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166814000,0,3rd,31250,8.8,126.3,10312,17926,0.5968,0.3803,4,0,0,0,0,1,0,3,0,0,0,0,0,0
Marilao,Bulacan,III,Region III (Central Luzon),municipality,31411000,0,1st,3374,14.758056,120.948056,87282,185624,0.042,0.028,11,0,9,0,9,1,1,0,0,0,0,0,0,0
Maripipi,Biliran,VIII,Region VIII (Eastern Visayas),municipality,87807000,0,5th,2783,11.783333,124.333333,4826,6699,0.3668,0.4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariveles,Bataan,III,Region III (Central Luzon),municipality,30807000,0,1st,15390,14.433333,120.483333,72277,112707,0.0788,0.0257,9,0,8,0,8,1,0,0,0,0,0,0,0,0
Marogong,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153631000,0,4th,36500,7.666667,124.15,10907,18541,0.6047,0.7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masantol,Pampanga,III,Region III (Central Luzon),municipality,35412000,0,2nd,4825,14.8523369,120.6775054,42375,52407,0.2016,0.0809,4,1,2,0,2,0,1,0,0,0,0,0,0,0
Masinloc,Zambales,III,Region III (Central Luzon),municipality,37106000,0,1st,33150,15.5285527,119.9608002,26109,44342,0.1298,0.1798,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Masiu,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153618000,0,5th,17000,7.816667,124.316667,15538,25181,0.3825,0.5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maslog,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82614000,0,5th,24980,12.1,125.166667,2965,4781,0.4474,0.6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mataas Na Kahoy,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41018000,0,4th,2210,13.966667,121.083333,16083,27177,0.218,0.0479,3,0,2,0,2,0,0,1,0,0,0,0,0,0
Matag-Ob,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83733000,0,4th,10440,11.116667,124.466667,11364,17089,0.4038,0.4959,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Matalam,North Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,124708000,0,1st,47600,7.083333,124.9,38224,74034,0.4121,0.4302,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Matalom,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83734000,0,3rd,13200,10.283333,124.8,17971,31097,0.459,0.4125,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Matanao,Davao Del Sur,XI,Region XI (Davao Region),municipality,112410000,0,2nd,20240,6.7525856,125.2381713,32783,51382,0.2835,0.2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
